as_of_date,store_id,product_id,category,inventory_date,current_inventory,in_transit_inventory,lead_time_days,effective_lead_time_days,forecast_during_lead_time,forecast_7d_total,safety_stock,error_std,avg_daily_units_sold,coverage_days,inventory_status,suggested_replenishment,forecast_status,recommendation_status,message,data_version,model_version,calculated_at
2024-01-30,S001,P0004,Electronics,2024-01-30,155,0,1,1,65.5,486.7,91.1,39.11028986028981,81.7,1.9,critical,2,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S001,P0005,Groceries,2023-12-28,365,610,3,3,215.7,496.4,4.0,1.0,95.51,10.2,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S001,P0005,Groceries,2023-12-29,306,0,3,3,197.8,450.0,77.9,19.300998516900595,95.61,3.2,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S001,P0005,Groceries,2023-12-30,839,0,3,3,204.4,457.2,59.9,14.842335324380489,95.58,8.8,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S001,P0005,Groceries,2023-12-31,799,0,3,3,174.5,402.0,189.7,47.01296098451932,94.4,8.5,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S001,P0005,Groceries,2024-01-01,754,0,3,3,148.0,342.6,164.9,40.86866237784486,93.93,8.0,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S001,P0005,Groceries,2024-01-02,623,0,3,3,177.6,422.9,152.0,37.67398062814896,94.18,6.6,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S001,P0005,Groceries,2024-01-03,558,0,3,3,171.6,404.9,145.2,35.96691928196815,93.19,6.0,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S001,P0005,Groceries,2024-01-04,513,0,3,3,160.6,378.0,206.2,51.08918285550205,92.66,5.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S001,P0005,Groceries,2024-01-05,423,0,3,3,172.4,398.2,199.3,49.378541104453035,93.13,4.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S001,P0005,Groceries,2024-01-06,249,0,3,3,215.1,486.0,190.1,47.10411804247715,94.59,2.6,low,157,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S001,P0005,Groceries,2024-01-07,205,576,3,3,203.8,471.9,192.8,47.7775308830862,94.3,8.3,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S001,P0005,Groceries,2024-01-08,135,576,3,3,206.0,476.4,195.6,48.47886139300793,94.54,7.5,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S001,P0005,Groceries,2024-01-09,0,0,3,3,204.6,491.3,188.4,46.6752827346721,95.58,0.0,critical,393,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S001,P0005,Groceries,2024-01-10,428,0,3,3,234.2,547.7,187.4,46.42644182855802,96.47,4.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S001,P0005,Groceries,2024-01-11,351,573,3,3,241.3,565.0,180.7,44.77423232430177,96.58,9.6,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S001,P0005,Groceries,2024-01-12,291,573,3,3,232.1,543.6,175.6,43.51716765362478,96.22,9.0,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S001,P0005,Groceries,2024-01-13,182,0,3,3,229.8,529.7,179.0,44.3622142761534,96.97,1.9,critical,227,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S001,P0005,Groceries,2024-01-14,638,0,3,3,247.1,571.7,182.5,45.2250115001449,97.34,6.6,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S001,P0005,Groceries,2024-01-15,590,0,3,3,244.0,558.6,187.2,46.384729229095214,97.43,6.1,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S001,P0005,Groceries,2024-01-16,432,0,3,3,243.8,580.8,183.9,45.5708236359453,98.87,4.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S001,P0005,Groceries,2024-01-17,265,428,3,3,260.4,602.2,186.3,46.1514351198437,99.82,6.9,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S001,P0005,Groceries,2024-01-18,129,428,3,3,279.9,652.6,184.2,45.640980489052055,100.67,5.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S001,P0005,Groceries,2024-01-19,67,528,3,3,271.8,646.4,181.2,44.89219232363085,100.41,5.9,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S001,P0005,Groceries,2024-01-20,345,528,3,3,280.2,654.7,189.8,47.03800768201491,101.1,8.6,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S001,P0005,Groceries,2024-01-21,208,0,3,3,291.7,681.0,187.9,46.56973299924576,101.73,2.0,low,272,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S001,P0005,Groceries,2024-01-22,687,946,3,3,295.1,669.0,186.4,46.189788174429765,101.83,16.0,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S001,P0005,Groceries,2024-01-23,602,946,3,3,267.5,631.2,182.8,45.299006185419394,101.69,15.2,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S001,P0005,Groceries,2024-01-24,520,0,3,3,247.7,573.7,182.5,45.221635188423605,101.6,5.1,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S001,P0005,Groceries,2024-01-25,1359,0,3,3,242.6,563.8,179.4,44.45065095639897,101.61,13.4,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S001,P0005,Groceries,2024-01-26,1208,0,3,3,255.8,618.5,177.8,44.051970750828424,101.8,11.9,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S001,P0005,Groceries,2024-01-27,1094,0,3,3,251.5,597.6,176.9,43.82424009189363,102.26,10.7,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S001,P0005,Groceries,2024-01-28,1024,0,3,3,232.6,554.6,176.9,43.82424009189363,101.84,10.1,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S001,P0005,Groceries,2024-01-29,946,0,3,3,251.2,576.9,176.9,43.82424009189363,101.57,9.3,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S001,P0005,Groceries,2024-01-30,917,0,3,3,222.3,519.9,176.9,43.82424009189363,100.31,9.1,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S001,P0006,Toys,2023-12-28,498,0,2,2,113.3,384.4,3.3,1.0,72.21,6.9,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S001,P0006,Toys,2023-12-29,487,0,2,2,103.0,346.2,66.3,20.13506762479585,71.28,6.8,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S001,P0006,Toys,2023-12-30,467,0,2,2,96.0,324.5,48.0,14.569188232770719,70.33,6.6,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S001,P0006,Toys,2023-12-31,424,0,2,2,88.2,309.6,112.0,33.993807071617674,70.27,6.0,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S001,P0006,Toys,2024-01-01,406,0,2,2,74.9,249.2,97.3,29.515444074013597,69.26,5.9,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S001,P0006,Toys,2024-01-02,315,0,2,2,86.9,283.9,87.9,26.679062646975783,69.29,4.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S001,P0006,Toys,2024-01-03,289,0,2,2,76.2,259.4,81.1,24.608967382553224,69.23,4.2,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S001,P0006,Toys,2024-01-04,264,0,2,2,66.4,238.4,75.5,22.90487643761583,68.54,3.9,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S001,P0006,Toys,2024-01-05,248,0,2,2,58.5,223.1,71.6,21.723248054697493,68.48,3.6,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S001,P0006,Toys,2024-01-06,220,0,2,2,60.2,217.4,67.5,20.49433595830521,68.44,3.2,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S001,P0006,Toys,2024-01-07,186,0,2,2,63.2,214.3,77.9,23.647751804715806,68.5,2.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S001,P0006,Toys,2024-01-08,164,0,2,2,65.5,206.5,77.8,23.61631242647923,68.58,2.4,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S001,P0006,Toys,2024-01-09,92,0,2,2,67.4,217.7,75.4,22.888282541016352,69.1,1.3,critical,51,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S001,P0006,Toys,2024-01-10,42,240,2,2,63.3,219.3,81.5,24.74245378642954,69.29,4.1,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S001,P0006,Toys,2024-01-11,0,0,2,2,60.4,219.6,84.8,25.742145489089214,69.32,0.0,critical,146,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S001,P0006,Toys,2024-01-12,170,274,2,2,61.0,235.4,86.9,26.382356628607525,69.66,6.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S001,P0006,Toys,2024-01-13,102,0,2,2,73.5,274.1,86.6,26.29230029294192,70.13,1.5,critical,59,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S001,P0006,Toys,2024-01-14,303,0,2,2,90.8,314.8,84.1,25.50995572587427,70.54,4.3,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S001,P0006,Toys,2024-01-15,230,0,2,2,109.4,353.9,81.7,24.797138688085223,70.97,3.2,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S001,P0006,Toys,2024-01-16,173,0,2,2,103.8,344.6,80.7,24.487133331453858,71.2,2.4,low,12,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S001,P0006,Toys,2024-01-17,113,0,2,2,106.9,360.7,79.0,23.980241376609108,71.54,1.6,critical,73,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S001,P0006,Toys,2024-01-18,71,143,2,2,107.8,370.9,82.0,24.893181845149254,71.56,3.0,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S001,P0006,Toys,2024-01-19,25,0,2,2,97.3,363.2,80.2,24.333844359047486,71.79,0.3,critical,153,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S001,P0006,Toys,2024-01-20,73,0,2,2,109.0,403.8,85.6,25.976584528023153,72.39,1.0,critical,122,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S001,P0006,Toys,2024-01-21,17,255,2,2,114.7,398.5,93.2,28.269746392297584,72.8,3.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S001,P0006,Toys,2024-01-22,0,0,2,2,107.5,361.4,92.9,28.179723644403907,72.72,0.0,critical,201,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S001,P0006,Toys,2024-01-23,128,282,2,2,119.7,413.0,104.5,31.713758444554465,73.04,5.6,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S001,P0006,Toys,2024-01-24,94,0,2,2,116.5,394.9,102.7,31.157326943262706,72.94,1.3,critical,126,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S001,P0006,Toys,2024-01-25,225,0,2,2,128.2,440.9,101.1,30.689216642665336,74.59,3.0,low,5,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S001,P0006,Toys,2024-01-26,165,528,2,2,118.8,443.4,102.0,30.952095573961913,74.14,9.3,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S001,P0006,Toys,2024-01-27,85,0,2,2,115.2,447.6,100.4,30.48034909842252,73.77,1.2,critical,131,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S001,P0006,Toys,2024-01-28,506,0,2,2,128.0,464.6,100.4,30.48034909842252,74.12,6.8,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S001,P0006,Toys,2024-01-29,436,0,2,2,131.4,467.0,100.4,30.48034909842252,74.06,5.9,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S001,P0006,Toys,2024-01-30,355,0,2,2,135.7,476.1,100.4,30.48034909842252,73.87,4.8,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S001,P0007,Groceries,2023-12-28,1086,0,3,3,245.3,560.7,4.0,1.0,105.28,10.3,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S001,P0007,Groceries,2023-12-29,993,0,3,3,240.1,567.5,43.9,10.877727266609323,104.94,9.5,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S001,P0007,Groceries,2023-12-30,923,0,3,3,242.0,561.5,102.0,25.264803320871422,103.36,8.9,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S001,P0007,Groceries,2023-12-31,851,0,3,3,200.7,475.5,87.4,21.66718890060931,102.11,8.3,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S001,P0007,Groceries,2024-01-01,734,0,3,3,230.4,528.4,103.2,25.572259034910783,101.01,7.3,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S001,P0007,Groceries,2024-01-02,648,0,3,3,202.6,468.6,110.5,27.383448312246944,101.12,6.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S001,P0007,Groceries,2024-01-03,602,0,3,3,194.2,444.0,105.4,26.107794686692966,100.59,6.0,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S001,P0007,Groceries,2024-01-04,497,0,3,3,204.4,461.0,117.0,28.994665669793328,100.03,5.0,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S001,P0007,Groceries,2024-01-05,406,0,3,3,198.9,464.9,116.0,28.750662926772428,99.81,4.1,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S001,P0007,Groceries,2024-01-06,371,0,3,3,184.7,428.1,109.7,27.191517579258576,99.4,3.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S001,P0007,Groceries,2024-01-07,335,0,3,3,161.2,390.7,105.5,26.1418191939211,99.19,3.4,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S001,P0007,Groceries,2024-01-08,278,0,3,3,155.9,362.2,130.4,32.30271293727449,99.38,2.8,low,9,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S001,P0007,Groceries,2024-01-09,211,298,3,3,153.6,357.5,125.4,31.083091671892486,99.03,5.1,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S001,P0007,Groceries,2024-01-10,85,298,3,3,176.1,406.4,175.7,43.53778591832191,99.57,3.8,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S001,P0007,Groceries,2024-01-11,36,607,3,3,163.3,369.5,169.6,42.02599085134824,99.02,6.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S001,P0007,Groceries,2024-01-12,152,607,3,3,185.8,441.9,207.4,51.38297443847398,99.8,7.6,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S001,P0007,Groceries,2024-01-13,90,0,3,3,193.4,448.5,202.0,50.0532103983563,99.82,0.9,critical,306,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S001,P0007,Groceries,2024-01-14,500,0,3,3,226.7,544.5,196.9,48.79825434662679,101.46,4.9,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S001,P0007,Groceries,2024-01-15,433,694,3,3,230.6,538.6,191.6,47.468463861018044,101.28,11.1,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S001,P0007,Groceries,2024-01-16,316,694,3,3,247.0,573.3,195.1,48.338664586452275,102.04,9.9,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S001,P0007,Groceries,2024-01-17,228,0,3,3,239.4,558.4,203.0,50.30041573307556,102.04,2.2,low,215,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S001,P0007,Groceries,2024-01-18,876,0,3,3,257.4,573.0,209.8,51.99175698678737,101.59,8.6,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S001,P0007,Groceries,2024-01-19,862,0,3,3,200.7,471.2,206.2,51.0904043392003,100.9,8.5,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S001,P0007,Groceries,2024-01-20,838,0,3,3,201.3,455.2,201.8,49.99839506264762,99.97,8.4,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S001,P0007,Groceries,2024-01-21,740,0,3,3,174.6,410.4,203.7,50.47801455227939,100.61,7.4,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S001,P0007,Groceries,2024-01-22,649,0,3,3,182.8,427.5,200.3,49.62950653058161,100.97,6.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S001,P0007,Groceries,2024-01-23,640,0,3,3,160.9,380.0,199.9,49.52121728404589,99.48,6.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S001,P0007,Groceries,2024-01-24,552,0,3,3,157.7,377.7,198.7,49.233872544906966,99.66,5.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S001,P0007,Groceries,2024-01-25,438,0,3,3,185.0,420.5,196.0,48.57102796027516,99.82,4.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S001,P0007,Groceries,2024-01-26,332,0,3,3,194.6,453.4,192.9,47.804462254827584,99.52,3.3,low,56,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S001,P0007,Groceries,2024-01-27,226,476,3,3,220.8,498.7,192.7,47.75071408034836,98.98,7.1,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S001,P0007,Groceries,2024-01-28,136,476,3,3,204.2,472.3,192.7,47.75071408034836,98.86,6.2,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S001,P0007,Groceries,2024-01-29,0,0,3,3,216.5,503.5,192.7,47.75071408034836,100.13,0.0,critical,410,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S001,P0007,Groceries,2024-01-30,412,709,3,3,222.5,517.3,192.7,47.75071408034836,100.2,11.2,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S001,P0008,Electronics,2023-12-28,75,0,0,1,70.0,477.1,2.3,1.0,71.89,1.0,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S001,P0008,Electronics,2023-12-29,1,0,0,1,64.6,464.8,21.6,9.268463427101034,72.03,0.0,critical,86,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S001,P0008,Electronics,2023-12-30,36,0,0,1,61.6,407.4,16.7,7.164731461873802,71.13,0.5,critical,43,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S001,P0008,Electronics,2023-12-31,0,0,0,1,45.9,332.1,34.4,14.765042926495733,70.62,0.0,critical,81,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S001,P0008,Electronics,2024-01-01,28,0,0,1,42.7,281.9,63.0,27.02649557373836,70.53,0.4,critical,78,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S001,P0008,Electronics,2024-01-02,37,0,0,1,38.5,276.5,72.5,31.11490753469074,69.81,0.5,critical,74,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S001,P0008,Electronics,2024-01-03,19,0,0,1,38.7,271.0,80.3,34.475374863307216,69.16,0.3,critical,101,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S001,P0008,Electronics,2024-01-04,0,0,0,1,42.5,286.7,74.9,32.1462473296096,68.97,0.0,critical,118,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S001,P0008,Electronics,2024-01-05,9,0,0,1,41.3,298.6,70.2,30.11075239961486,69.5,0.1,critical,103,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S001,P0008,Electronics,2024-01-06,37,0,0,1,41.8,282.0,66.8,28.669506146627757,69.4,0.5,critical,72,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S001,P0008,Electronics,2024-01-07,43,0,0,1,36.8,273.1,66.0,28.314485344347638,69.58,0.6,critical,60,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S001,P0008,Electronics,2024-01-08,63,0,0,1,41.5,266.8,67.8,29.082212448887482,69.13,0.9,critical,47,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S001,P0008,Electronics,2024-01-09,0,0,0,1,39.2,274.7,79.5,34.10212391219733,69.26,0.0,critical,119,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S001,P0008,Electronics,2024-01-10,34,0,0,1,40.6,286.2,96.6,41.44378182384428,69.33,0.5,critical,104,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S001,P0008,Electronics,2024-01-11,0,0,0,1,50.0,327.1,93.3,40.03903332215998,70.32,0.0,critical,144,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S001,P0008,Electronics,2024-01-12,14,0,0,1,50.5,374.5,92.8,39.84441249366937,71.64,0.2,critical,130,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S001,P0008,Electronics,2024-01-13,101,0,0,1,56.3,387.2,90.2,38.73202949108414,71.54,1.4,critical,46,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S001,P0008,Electronics,2024-01-14,0,0,0,1,53.9,430.1,89.9,38.568154991339554,72.16,0.0,critical,144,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S001,P0008,Electronics,2024-01-15,26,0,0,1,68.3,453.7,87.6,37.58943750075929,72.42,0.4,critical,130,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S001,P0008,Electronics,2024-01-16,3,0,0,1,68.3,483.1,88.0,37.7568360837579,73.11,0.0,critical,154,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S001,P0008,Electronics,2024-01-17,53,0,0,1,68.3,491.2,85.9,36.86514110843736,73.36,0.7,critical,102,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S001,P0008,Electronics,2024-01-18,0,0,0,1,72.1,464.5,83.9,36.02130652257691,73.17,0.0,critical,157,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S001,P0008,Electronics,2024-01-19,94,0,0,1,58.8,431.0,84.6,36.328462704589036,73.19,1.3,critical,50,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S001,P0008,Electronics,2024-01-20,0,0,0,1,67.1,456.7,83.1,35.681415315734746,73.43,0.0,critical,151,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S001,P0008,Electronics,2024-01-21,35,0,0,1,59.5,475.0,81.6,35.03867827375712,74.33,0.5,critical,107,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S001,P0008,Electronics,2024-01-22,73,0,0,1,76.0,492.9,80.0,34.340094122507224,74.73,1.0,critical,84,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S001,P0008,Electronics,2024-01-23,0,0,0,1,70.3,487.8,78.6,33.73906969271025,74.84,0.0,critical,149,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S001,P0008,Electronics,2024-01-24,0,0,0,1,65.4,480.5,78.2,33.54286432724712,75.08,0.0,critical,144,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S001,P0008,Electronics,2024-01-25,19,0,0,1,77.3,516.2,76.8,32.96317452872766,75.84,0.3,critical,136,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S001,P0008,Electronics,2024-01-26,32,0,0,1,73.4,530.4,77.7,33.34650198964885,76.39,0.4,critical,120,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S001,P0008,Electronics,2024-01-27,41,0,0,1,79.1,538.9,76.7,32.89832740508627,77.09,0.5,critical,115,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S001,P0008,Electronics,2024-01-28,0,0,0,1,59.5,492.0,76.7,32.89832740508627,76.48,0.0,critical,137,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S001,P0008,Electronics,2024-01-29,36,0,0,1,71.8,498.6,76.7,32.89832740508627,76.84,0.5,critical,113,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S001,P0008,Electronics,2024-01-30,128,0,0,1,64.4,459.6,76.7,32.89832740508627,76.29,1.7,critical,14,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
